Active,Key,Level,SubKey,Shopkeeper,Occupation,BaseMultiplier,BaseValue,NumIngredients,RecipeValueMultiplier,Value,CraftingRecipe/Good/...,CraftingRecipe/Value/Total,UsedInOtherRecipes,AllowJunk,MinorUpgradeDesc/SkillPoints,MinorUpgradeDesc/Entry/...,MajorUpgradeDesc/SkillPoints,MajorUpgradeDesc/Entry/...
TRUE,good_haircream,5,L5,Dr. Haircremich,scientist of Hair Cream,,0,4,1.7,461,good_gems + good_potionofjoy + good_barrel + good_potionofdeath + ,271,0,FALSE,1,2x good_haircream,1,2x good_haircream + 1x good_firering + 1x wo_car_node_hop + 
TRUE,good_haircream,15,L15,Dr. Haircremich,scientist of Hair Cream,,0,4,2.2,597,good_gems + good_potionofjoy + good_barrel + good_potionofdeath + ,271,0,FALSE,1,3x good_haircream,1,3x good_haircream + 2x good_firering + 1x wo_car_node_hop + 
TRUE,good_haircream,30,L30,Dr. Haircremich (tenured),elder scientist of Hair Cream,,0,4,2.7,732,good_gems + good_potionofjoy + good_barrel + good_potionofdeath + ,271,0,FALSE,1,3x good_haircream,1,4x good_haircream + 3x good_firering + 1x wo_car_node_hop + 
TRUE,good_firering,0,L0,Mr. Firering,crafter of Fire Rings,,0,5,1.2,1272,good_rings + good_lembascakes + good_rings + good_lembascakes + good_rings + ,1060,0,FALSE,1,1x good_firering,,
TRUE,good_firering,5,L5,Mr. Firering,crafter of Fire Rings,,0,4,1.6,1376,good_rings + good_lembascakes + good_rings + good_lembascakes + ,860,0,FALSE,1,2x good_firering,1,2x good_firering + 1x good_poisonring + 1x wo_cat_and_catcher + 
TRUE,good_firering,15,L15,Mr. Firering,crafter of Fire Rings,,0,3,2.2,1386,good_rings + good_lembascakes + good_rings + ,630,0,FALSE,1,3x good_firering,1,3x good_firering + 2x good_poisonring + 1x wo_cat_and_catcher + 
TRUE,good_firering,30,L30,Master Firering,master crafter of Fire Rings,,0,2,3.5,1505,good_rings + good_lembascakes + ,430,0,FALSE,1,3x good_firering,1,4x good_firering + 3x good_poisonring + 1x wo_cat_and_catcher + 
TRUE,good_poisonring,0,L0,Mrs. Poisonring,crafter of Poison Rings,,0,2,1.5,656,good_rings + good_luxuryfood + ,437,0,FALSE,1,1x good_poisonring,,
TRUE,good_poisonring,5,L5,Mrs. Poisonring,crafter of Poison Rings,,0,3,1.7,1083,good_rings + good_luxuryfood + good_rings + ,637,0,FALSE,1,2x good_poisonring,1,2x good_poisonring + 1x good_stonering + 1x wo_tower_stout + 
TRUE,good_poisonring,15,L15,Mrs. Poisonring,crafter of Poison Rings,,0,4,1.9,1661,good_rings + good_luxuryfood + good_rings + good_luxuryfood + ,874,0,FALSE,1,3x good_poisonring,1,3x good_poisonring + 2x good_stonering + 1x wo_tower_stout + 
TRUE,good_poisonring,30,L30,Mistress Poisonring,master crafter of Poison Rings,,0,5,2.1,2256,good_rings + good_luxuryfood + good_rings + good_luxuryfood + good_rings + ,1074,0,FALSE,1,3x good_poisonring,1,4x good_poisonring + 3x good_stonering + 1x wo_tower_stout + 
TRUE,good_stonering,0,L0,Mr.  Stonering,crafter of Stone Rings,,0,2,1.2,300,good_rings + good_ore + ,250,0,FALSE,1,1x good_stonering,,
TRUE,good_stonering,5,L5,Mr.  Stonering,crafter of Stone Rings,,0,3,1.6,564,good_rings + good_ore + good_glass + ,352,0,FALSE,1,2x good_stonering,1,2x good_stonering + 1x good_firenecklace + 1x wo_transfer_station_90 + 
TRUE,good_stonering,15,L15,Mr.  Stonering,crafter of Stone Rings,,0,4,2,774,good_rings + good_ore + good_glass + good_gems + ,387,0,FALSE,1,3x good_stonering,1,3x good_stonering + 2x good_firenecklace + 1x wo_transfer_station_90 + 
TRUE,good_stonering,30,L30,Master  Stonering,master crafter of Stone Rings,,0,5,2.4,982,good_rings + good_ore + good_glass + good_gems + good_bricks + ,409,0,FALSE,1,3x good_stonering,1,4x good_stonering + 3x good_firenecklace + 1x wo_transfer_station_90 + 
TRUE,good_firenecklace,0,L0,Ms.  Firelace,crafter of Fire Necklaces,,0,2,1.5,1472,good_necklace + good_Firebread + ,981,0,FALSE,1,1x good_firenecklace,,
TRUE,good_firenecklace,5,L5,Ms.  Firelace,crafter of Fire Necklaces,,0,3,1.2,1058,good_necklace + good_flour + good_chili + ,881,0,FALSE,1,2x good_firenecklace,1,2x good_firenecklace + 1x good_poisonnecklace + 1x wo_rotate_station + 
TRUE,good_firenecklace,15,L15,Ms.  Firelace,crafter of Fire Necklaces,,0,4,1,749,good_necklace + good_flour + good_stew + good_curry + ,749,0,FALSE,1,3x good_firenecklace,1,3x good_firenecklace + 2x good_poisonnecklace + 1x wo_rotate_station + 
TRUE,good_firenecklace,30,L30,Lady  Firelace,master crafter of Fire Necklaces,,0,5,0.5,345,good_necklace + good_stew + good_curry + good_spirits + good_stone + ,689,0,FALSE,1,3x good_firenecklace,1,4x good_firenecklace + 3x good_poisonnecklace + 1x wo_rotate_station + 
TRUE,good_poisonnecklace,0,L0,Mr. Poisonlace,crafter of Poison Necklaces,,0,4,1.3,857,good_necklace + good_spirits + good_catstatue + good_fruitcake + ,659,0,FALSE,1,1x good_poisonnecklace,,
TRUE,good_poisonnecklace,5,L5,Mr. Poisonlace,crafter of Poison Necklaces,,0,3,1.6,935,good_necklace + good_spirits + good_catstatue + ,584,0,FALSE,1,2x good_poisonnecklace,1,2x good_poisonnecklace + 1x good_stonenecklace + 1x wo_ant_node_double + 
TRUE,good_poisonnecklace,15,L15,Mr. Poisonlace,crafter of Poison Necklaces,,0,3,2.2,1061,good_necklace + good_spirits + good_fruitcake + ,482,0,FALSE,1,3x good_poisonnecklace,1,3x good_poisonnecklace + 2x good_stonenecklace + 1x wo_ant_node_double + 
TRUE,good_poisonnecklace,30,L30,Herr Poisonlace,master crafter of Poison Necklaces,,0,2,2.8,1140,good_necklace + good_spirits + ,407,0,FALSE,1,3x good_poisonnecklace,1,4x good_poisonnecklace + 3x good_stonenecklace + 1x wo_ant_node_double + 
TRUE,good_stonenecklace,0,L0,Mrs. Stonelace,crafter of Stone Necklaces,,0,2,1.2,521,good_necklace + good_ore + ,434,0,FALSE,1,1x good_stonenecklace,,
TRUE,good_stonenecklace,5,L5,Mrs. Stonelace,crafter of Stone Necklaces,,0,2,1.7,738,good_necklace + good_ore + ,434,0,FALSE,1,2x good_stonenecklace,1,2x good_stonenecklace + 1x good_crystalshield + 1x wo_ant_node_heavylifter + 
TRUE,good_stonenecklace,15,L15,Mrs. Stonelace,crafter of Stone Necklaces,,0,2,2.2,955,good_necklace + good_ore + ,434,0,FALSE,1,3x good_stonenecklace,1,3x good_stonenecklace + 2x good_crystalshield + 1x wo_ant_node_heavylifter + 
TRUE,good_stonenecklace,30,L30,Lady Stonelace,master crafter of Stone Necklaces,,0,2,2.7,1172,good_necklace + good_ore + ,434,0,FALSE,1,3x good_stonenecklace,1,4x good_stonenecklace + 3x good_crystalshield + 1x wo_ant_node_heavylifter + 
TRUE,good_crystalshield,0,L0,Ms. Crystal Sheld,forger of Crystal Shields,,0,3,1.2,929,good_shields + good_glass + good_jewelry + ,774,0,FALSE,1,1x good_crystalshield,,
TRUE,good_crystalshield,5,L5,Ms. Crystal Sheld,forger of Crystal Shields,,0,3,1.7,1316,good_shields + good_glass + good_jewelry + ,774,0,FALSE,1,2x good_crystalshield,1,2x good_crystalshield + 1x good_spiritshield + 1x wo_car_node_slow + 
TRUE,good_crystalshield,15,L15,Ms. Crystal Sheld,forger of Crystal Shields,,0,3,2.2,1703,good_shields + good_glass + good_jewelry + ,774,0,FALSE,1,3x good_crystalshield,1,3x good_crystalshield + 2x good_spiritshield + 1x wo_car_node_slow + 
TRUE,good_crystalshield,30,L30,Lady Crystal Sheld,master forger of Crystal Shields,,0,3,2.7,2090,good_shields + good_glass + good_jewelry + ,774,0,FALSE,1,3x good_crystalshield,1,4x good_crystalshield + 3x good_spiritshield + 1x wo_car_node_slow + 
TRUE,good_spiritshield,0,L0,Sir Spirit Sheld,forger of Spirit Shields,,0,4,1.2,965,good_shields + good_stew + good_potionoflife + good_shrines + ,804,0,FALSE,1,1x good_spiritshield,,
TRUE,good_spiritshield,5,L5,Sir Spirit Sheld,forger of Spirit Shields,,0,4,1.7,1367,good_shields + good_stew + good_potionoflife + good_shrines + ,804,0,FALSE,1,2x good_spiritshield,1,2x good_spiritshield + 1x good_stealthshield + 1x wo_car_node_fast + 
TRUE,good_spiritshield,15,L15,Sir Spirit Sheld,forger of Spirit Shields,,0,4,2.2,1769,good_shields + good_stew + good_potionoflife + good_shrines + ,804,0,FALSE,1,3x good_spiritshield,1,3x good_spiritshield + 2x good_stealthshield + 1x wo_car_node_fast + 
TRUE,good_spiritshield,30,L30,Lord Spirit Sheld,master forger of Spirit Shields,,0,4,2.7,2171,good_shields + good_stew + good_potionoflife + good_shrines + ,804,0,FALSE,1,3x good_spiritshield,1,4x good_spiritshield + 3x good_stealthshield + 1x wo_car_node_fast + 
TRUE,good_stealthshield,0,L0,Captain Stealth Sheld,forger of Stealth Shields,,0,5,1.2,1670,good_shields + good_flour + good_shields + good_flour + good_flour + ,1391,0,FALSE,1,1x good_stealthshield,,
TRUE,good_stealthshield,5,L5,Captain Stealth Sheld,forger of Stealth Shields,,0,4,1.7,2193,good_shields + good_flour + good_shields + good_flour + ,1290,0,FALSE,1,2x good_stealthshield,1,2x good_stealthshield + 1x good_icebarrel + 1x wo_car_node_hop + 
TRUE,good_stealthshield,15,L15,Captain Stealth Sheld,forger of Stealth Shields,,0,3,2.2,2616,good_shields + good_flour + good_shields + ,1189,0,FALSE,1,3x good_stealthshield,1,3x good_stealthshield + 2x good_icebarrel + 1x wo_car_node_hop + 
TRUE,good_stealthshield,30,L30,Baron Stealth Sheld,master forger of Stealth Shields,,0,2,2.7,1742,good_shields + good_flour + ,645,0,FALSE,1,3x good_stealthshield,1,4x good_stealthshield + 3x good_icebarrel + 1x wo_car_node_hop + 
TRUE,good_icebarrel,0,L0,Mrs. Iseebarrel,cooper of Ice Barrels,,0,2,1.2,87,good_largebarrel + good_largebarrel + ,72,0,TRUE,1,1x good_icebarrel,,
TRUE,good_icebarrel,5,L5,Mrs. Iseebarrel,cooper of Ice Barrels,,0,2,1.7,123,good_largebarrel + good_largebarrel + ,72,0,TRUE,1,2x good_icebarrel,1,2x good_icebarrel + 1x good_blacklumber + 1x wo_cat_and_catcher + 
TRUE,good_icebarrel,15,L15,Mrs. Iseebarrel,cooper of Ice Barrels,,0,2,2.2,159,good_largebarrel + good_largebarrel + ,72,0,TRUE,1,3x good_icebarrel,1,3x good_icebarrel + 2x good_blacklumber + 1x wo_cat_and_catcher + 
TRUE,good_icebarrel,30,L30,Lady Iseebarrel,master cooper of Ice Barrels,,0,2,2.7,195,good_largebarrel + good_largebarrel + ,72,0,TRUE,1,3x good_icebarrel,1,4x good_icebarrel + 3x good_blacklumber + 1x wo_cat_and_catcher + 
TRUE,good_blacklumber,0,L0,Cappin Black Lumbre,miller of Black Lumber,,0,3,1.2,195,good_blackoak + good_blackoak + good_blackoak + ,162,0,TRUE,1,1x good_blacklumber,,
TRUE,good_blacklumber,5,L5,Cappin Black Lumbre,miller of Black Lumber,,0,3,1.7,276,good_blackoak + good_blackoak + good_blackoak + ,162,0,TRUE,1,2x good_blacklumber,1,2x good_blacklumber + 1x good_sweetbread + 1x wo_tower_stout + 
TRUE,good_blacklumber,15,L15,Cappin Black Lumbre,miller of Black Lumber,,0,3,2.2,357,good_blackoak + good_blackoak + good_blackoak + ,162,0,TRUE,1,3x good_blacklumber,1,3x good_blacklumber + 2x good_sweetbread + 1x wo_tower_stout + 
TRUE,good_blacklumber,30,L30,Lord Black Lumbre,master miller of Black Lumber,,0,3,2.7,438,good_blackoak + good_blackoak + good_blackoak + ,162,0,TRUE,1,3x good_blacklumber,1,4x good_blacklumber + 3x good_sweetbread + 1x wo_tower_stout + 
TRUE,good_sweetbread,0,L0,Madam Sweetbred,baker of Sweet Bread,,0,4,1.2,173,good_blackbread + good_blackbread + good_blackbread + good_blackbread + ,144,0,TRUE,1,1x good_sweetbread,,
TRUE,good_sweetbread,5,L5,Madam Sweetbred,baker of Sweet Bread,,0,4,1.7,245,good_blackbread + good_blackbread + good_blackbread + good_blackbread + ,144,0,TRUE,1,2x good_sweetbread,1,2x good_sweetbread + 1x good_porcelain + 1x wo_transfer_station_90 + 
TRUE,good_sweetbread,15,L15,Madam Sweetbred,baker of Sweet Bread,,0,4,2.2,317,good_blackbread + good_blackbread + good_blackbread + good_blackbread + ,144,0,TRUE,1,3x good_sweetbread,1,3x good_sweetbread + 2x good_porcelain + 1x wo_transfer_station_90 + 
TRUE,good_sweetbread,30,L30,Madam Sweetbred,master baker of Sweet Bread,,0,4,2.7,389,good_blackbread + good_blackbread + good_blackbread + good_blackbread + ,144,0,TRUE,1,3x good_sweetbread,1,4x good_sweetbread + 3x good_porcelain + 1x wo_transfer_station_90 + 
TRUE,good_porcelain,0,L0,Mr. Porcelain,sculptor of Porcelain,,0,5,1.2,396,good_firedbricks + good_firedbricks + good_firedbricks + good_firedbricks + good_firedbricks + ,330,0,TRUE,1,1x good_porcelain,,
TRUE,good_porcelain,5,L5,Mr. Porcelain,sculptor of Porcelain,,0,5,1.7,561,good_firedbricks + good_firedbricks + good_firedbricks + good_firedbricks + good_firedbricks + ,330,0,TRUE,1,2x good_porcelain,1,2x good_porcelain + 1x good_ice + 1x wo_rotate_station + 
TRUE,good_porcelain,15,L15,Mr. Porcelain,sculptor of Porcelain,,0,5,2.2,726,good_firedbricks + good_firedbricks + good_firedbricks + good_firedbricks + good_firedbricks + ,330,0,TRUE,1,3x good_porcelain,1,3x good_porcelain + 2x good_ice + 1x wo_rotate_station + 
TRUE,good_porcelain,30,L30,Master Porcelain,master sculptor of Porcelain,,0,5,2.7,891,good_firedbricks + good_firedbricks + good_firedbricks + good_firedbricks + good_firedbricks + ,330,0,TRUE,1,3x good_porcelain,1,4x good_porcelain + 3x good_ice + 1x wo_rotate_station + 
TRUE,good_ice,0,L0,Dr. Ice,Ice maker,,0,5,1.2,522,good_icebarrel + good_icebarrel + good_icebarrel + good_icebarrel + good_icebarrel + ,435,0,TRUE,1,1x good_ice,,
TRUE,good_ice,5,L5,Dr. Ice,Ice maker,,0,5,1.7,740,good_icebarrel + good_icebarrel + good_icebarrel + good_icebarrel + good_icebarrel + ,435,0,TRUE,1,2x good_ice,1,2x good_ice + 1x good_finelumber + 1x wo_ant_node_double + 
TRUE,good_ice,15,L15,Dr. Ice,Ice maker,,0,5,2.2,957,good_icebarrel + good_icebarrel + good_icebarrel + good_icebarrel + good_icebarrel + ,435,0,TRUE,1,3x good_ice,1,3x good_ice + 2x good_finelumber + 1x wo_ant_node_double + 
TRUE,good_ice,30,L30,Dr. Ice (tenured),expert Ice maker,,0,5,2.7,1175,good_icebarrel + good_icebarrel + good_icebarrel + good_icebarrel + good_icebarrel + ,435,0,TRUE,1,3x good_ice,1,4x good_ice + 3x good_finelumber + 1x wo_ant_node_double + 
TRUE,good_finelumber,0,L0,Mrs. Fine Lumbre,miller of Fine Lumber,,0,4,1.2,936,good_blacklumber + good_blacklumber + good_blacklumber + good_blacklumber + ,780,0,TRUE,1,1x good_finelumber,,
TRUE,good_finelumber,5,L5,Mrs. Fine Lumbre,miller of Fine Lumber,,0,4,1.7,1326,good_blacklumber + good_blacklumber + good_blacklumber + good_blacklumber + ,780,0,TRUE,1,2x good_finelumber,1,2x good_finelumber + 1x good_breadpudding + 1x wo_ant_node_heavylifter + 
TRUE,good_finelumber,15,L15,Mrs. Fine Lumbre,miller of Fine Lumber,,0,4,2.2,1716,good_blacklumber + good_blacklumber + good_blacklumber + good_blacklumber + ,780,0,TRUE,1,3x good_finelumber,1,3x good_finelumber + 2x good_breadpudding + 1x wo_ant_node_heavylifter + 
TRUE,good_finelumber,30,L30,Lady Fine Lumbre,master miller of Fine Lumber,,0,4,2.7,2106,good_blacklumber + good_blacklumber + good_blacklumber + good_blacklumber + ,780,0,TRUE,1,3x good_finelumber,1,4x good_finelumber + 3x good_breadpudding + 1x wo_ant_node_heavylifter + 
TRUE,good_breadpudding,0,L0,Sir Puddington,baker of Bread Pudding,,0,3,1.2,623,good_sweetbread + good_sweetbread + good_sweetbread + ,519,0,TRUE,1,1x good_breadpudding,,
TRUE,good_breadpudding,5,L5,Sir Puddington,baker of Bread Pudding,,0,3,1.7,883,good_sweetbread + good_sweetbread + good_sweetbread + ,519,0,TRUE,1,2x good_breadpudding,1,2x good_breadpudding + 1x good_pottery + 1x wo_car_node_slow + 
TRUE,good_breadpudding,15,L15,Sir Puddington,baker of Bread Pudding,,0,3,2.2,1142,good_sweetbread + good_sweetbread + good_sweetbread + ,519,0,TRUE,1,3x good_breadpudding,1,3x good_breadpudding + 2x good_pottery + 1x wo_car_node_slow + 
TRUE,good_breadpudding,30,L30,Lord Puddington,master baker of Bread Pudding,,0,3,2.7,1402,good_sweetbread + good_sweetbread + good_sweetbread + ,519,0,TRUE,1,3x good_breadpudding,1,4x good_breadpudding + 3x good_pottery + 1x wo_car_node_slow + 
TRUE,good_pottery,0,L0,Ms. Potterie,sculptor of Pottery,,0,2,1.2,951,good_porcelain + good_porcelain + ,792,0,TRUE,1,1x good_pottery,,
TRUE,good_pottery,5,L5,Ms. Potterie,sculptor of Pottery,,0,2,1.7,1347,good_porcelain + good_porcelain + ,792,0,TRUE,1,2x good_pottery,1,2x good_pottery + 1x good_stoutbarrel + 1x wo_car_node_fast + 
TRUE,good_pottery,15,L15,Ms. Potterie,sculptor of Pottery,,0,2,2.2,1743,good_porcelain + good_porcelain + ,792,0,TRUE,1,3x good_pottery,1,3x good_pottery + 2x good_stoutbarrel + 1x wo_car_node_fast + 
TRUE,good_pottery,30,L30,Grand Dame Potterie,master sculptor of Pottery,,0,2,2.7,2139,good_porcelain + good_porcelain + ,792,0,TRUE,1,3x good_pottery,1,4x good_pottery + 3x good_stoutbarrel + 1x wo_car_node_fast + 
TRUE,good_stoutbarrel,0,L0,Mr. Stoutabarle,cooper of Stout Barrels,,0,5,1.2,872,good_largebarrel + good_lumber + good_curry + good_cinnamonrolls + good_stonering + ,726,0,TRUE,1,1x good_stoutbarrel,,
TRUE,good_stoutbarrel,5,L5,Mr. Stoutabarle,cooper of Stout Barrels,,0,4,1.6,836,good_largebarrel + good_lumber + good_cinnamonrolls + good_stonering + ,522,0,TRUE,1,2x good_stoutbarrel,1,2x good_stoutbarrel + 1x good_blackwhiskey + 1x wo_car_node_hop + 
TRUE,good_stoutbarrel,15,L15,Mr. Stoutabarle,cooper of Stout Barrels,,0,3,2.2,806,good_largebarrel + good_lumber + good_stonering + ,366,0,TRUE,1,3x good_stoutbarrel,1,3x good_stoutbarrel + 2x good_blackwhiskey + 1x wo_car_node_hop + 
TRUE,good_stoutbarrel,30,L30,Master Stoutabarle,master cooper of Stout Barrels,,0,2,2.5,840,good_largebarrel + good_stonering + ,336,0,TRUE,1,3x good_stoutbarrel,1,4x good_stoutbarrel + 3x good_blackwhiskey + 1x wo_car_node_hop + 
TRUE,good_blackwhiskey,0,L0,Squire Black Whisker,distiller of Black Whiskey,,0,2,1.3,101,good_blackoak + good_spirits + ,77,0,TRUE,1,1x good_blackwhiskey,,
TRUE,good_blackwhiskey,5,L5,Squire Black Whisker,distiller of Black Whiskey,,0,3,1.6,212,good_blackoak + good_spirits + good_desk + ,132,0,TRUE,1,2x good_blackwhiskey,1,2x good_blackwhiskey + 1x good_ironrations + 1x wo_cat_and_catcher + 
TRUE,good_blackwhiskey,15,L15,Squire Black Whisker,distiller of Black Whiskey,,0,4,2.2,740,good_blackoak + good_spirits + good_desk + good_curry + ,336,0,TRUE,1,3x good_blackwhiskey,1,3x good_blackwhiskey + 2x good_ironrations + 1x wo_cat_and_catcher + 
TRUE,good_blackwhiskey,30,L30,Baron Black Whisker,master distiller of Black Whiskey,,0,5,2.8,1781,good_blackoak + good_spirits + good_desk + good_curry + good_stonering + ,636,0,TRUE,1,3x good_blackwhiskey,1,4x good_blackwhiskey + 3x good_ironrations + 1x wo_cat_and_catcher + 
TRUE,good_ironrations,0,L0,Ms. Ironeration,baker of Iron Rations,,0,2,1.5,866,good_FineFlour + good_ore + ,577,0,TRUE,1,1x good_ironrations,,
TRUE,good_ironrations,5,L5,Ms. Ironeration,baker of Iron Rations,,0,3,1.7,1877,good_FineFlour + good_ore + good_FineFlour + ,1104,0,TRUE,1,2x good_ironrations,1,2x good_ironrations + 1x good_prayerstones + 1x wo_tower_stout + 
TRUE,good_ironrations,15,L15,Ms. Ironeration,baker of Iron Rations,,0,4,1.9,2193,good_FineFlour + good_ore + good_FineFlour + good_ore + ,1154,0,TRUE,1,3x good_ironrations,1,3x good_ironrations + 2x good_prayerstones + 1x wo_tower_stout + 
TRUE,good_ironrations,30,L30,Mistress Ironeration,master baker of Iron Rations,,0,5,2.1,2529,good_FineFlour + good_ore + good_FineFlour + good_ore + good_ore + ,1204,0,TRUE,1,3x good_ironrations,1,4x good_ironrations + 3x good_prayerstones + 1x wo_tower_stout + 
TRUE,good_prayerstones,0,L0,Sister Prayston,blesser of Prayer Stones,,0,5,1.2,958,good_firedbricks + good_stonering + good_firedbricks + good_stonering + good_firedbricks + ,798,0,FALSE,1,1x good_prayerstones,,
TRUE,good_prayerstones,5,L5,Sister Prayston,blesser of Prayer Stones,,0,4,1.4,1025,good_firedbricks + good_stonering + good_firedbricks + good_stonering + ,732,0,FALSE,1,2x good_prayerstones,1,2x good_prayerstones + 1x good_stewbarrel + 1x wo_transfer_station_90 + 
TRUE,good_prayerstones,15,L15,Sister Prayston,blesser of Prayer Stones,,0,3,2.5,1080,good_firedbricks + good_stonering + good_firedbricks + ,432,0,FALSE,1,3x good_prayerstones,1,3x good_prayerstones + 2x good_stewbarrel + 1x wo_transfer_station_90 + 
TRUE,good_prayerstones,30,L30,Lady Prayston,priestess of Prayer Stones,,0,2,3,1098,good_firedbricks + good_stonering + ,366,0,FALSE,1,3x good_prayerstones,1,4x good_prayerstones + 3x good_stewbarrel + 1x wo_transfer_station_90 + 
TRUE,good_stewbarrel,0,L0,Mr. Stewbarle,filler of Stew Barrels,,0,2,1.5,1716,good_stoutbarrel + good_grog + ,1144,0,FALSE,1,1x good_stewbarrel,,
TRUE,good_stewbarrel,5,L5,Mr. Stewbarle,filler of Stew Barrels,,0,3,1.2,1146,good_stoutbarrel + good_stew + good_spirits + ,955,0,FALSE,1,2x good_stewbarrel,1,2x good_stewbarrel + 1x good_deathpowder + 1x wo_rotate_station + 
TRUE,good_stewbarrel,15,L15,Mr. Stewbarle,filler of Stew Barrels,,0,4,1,419,good_largebarrel + good_stonering + good_stew + good_spirits + ,419,0,FALSE,1,3x good_stewbarrel,1,3x good_stewbarrel + 2x good_deathpowder + 1x wo_rotate_station + 
TRUE,good_stewbarrel,30,L30,Master Stewbarle,master filler of Stew Barrels,,0,5,0.5,185,good_largebarrel + good_rings + good_ore + good_stew + good_spirits + ,369,0,FALSE,1,3x good_stewbarrel,1,4x good_stewbarrel + 3x good_deathpowder + 1x wo_rotate_station + 
TRUE,good_deathpowder,0,L0,Private Deathpow,crafter of Death Powder,,0,4,1.5,2448,good_blacklumber + good_poisonring + good_chair + good_poisonring + ,1632,0,FALSE,1,1x good_deathpowder,,
TRUE,good_deathpowder,5,L5,Private Deathpow,crafter of Death Powder,,0,4,1.5,2237,good_poisonring + good_poisonring + good_chair + good_blackoak + ,1491,0,FALSE,1,2x good_deathpowder,1,2x good_deathpowder + 1x good_heartymeals + 1x wo_ant_node_double + 
TRUE,good_deathpowder,15,L15,Private Deathpow,crafter of Death Powder,,0,4,1.5,1190,good_poisonring + good_blackoak + good_whiskey + good_lumber + ,793,0,FALSE,1,3x good_deathpowder,1,3x good_deathpowder + 2x good_heartymeals + 1x wo_ant_node_double + 
TRUE,good_deathpowder,30,L30,Captain Deathpow,master crafter of Death Powder,,0,4,1.5,816,good_rings + good_luxuryfood + good_blackoak + good_whiskey + ,544,0,FALSE,1,3x good_deathpowder,1,4x good_deathpowder + 3x good_heartymeals + 1x wo_ant_node_double + 
TRUE,good_heartymeals,0,L0,Chef Heartimelle,cooker of Hearty Meals,,0,2,1.2,3099,good_ironrations + good_stewbarrel + ,2582,0,FALSE,1,1x good_heartymeals,,
TRUE,good_heartymeals,5,L5,Chef Heartimelle,cooker of Hearty Meals,,0,3,1.6,4389,good_ironrations + good_stewbarrel + good_sweetwine + ,2743,0,FALSE,1,2x good_heartymeals,1,2x good_heartymeals + 1x good_flatbread + 1x wo_ant_node_heavylifter + 
TRUE,good_heartymeals,15,L15,Chef Heartimelle,cooker of Hearty Meals,,0,4,2,8030,good_ironrations + good_stewbarrel + good_firering + good_sweetwine + ,4015,0,FALSE,1,3x good_heartymeals,1,3x good_heartymeals + 2x good_flatbread + 1x wo_ant_node_heavylifter + 
TRUE,good_heartymeals,30,L30,Top Chef Heartimelle,master cooker of Hearty Meals,,0,5,2.4,11211,good_ironrations + good_stewbarrel + good_poisonring + good_firering + good_sweetwine + ,4671,0,FALSE,1,3x good_heartymeals,1,4x good_heartymeals + 3x good_flatbread + 1x wo_ant_node_heavylifter + 
TRUE,good_flatbread,0,L0,Ms. Flatberd,baker of Flat Bread,,0,5,0.5,3365,good_crockpot + good_heartymeals + good_rowboat + good_Firebread + good_finebrandy + ,6729,0,TRUE,1,1x good_flatbread,,
TRUE,good_flatbread,5,L5,Ms. Flatberd,baker of Flat Bread,,0,4,1,5119,good_crockpot + good_heartymeals + good_Firebread + good_finebrandy + ,5119,0,TRUE,1,2x good_flatbread,1,2x good_flatbread + 1x good_dullamulet + 1x wo_car_node_slow + 
TRUE,good_flatbread,15,L15,Ms. Flatberd,baker of Flat Bread,,0,3,1.5,6783,good_crockpot + good_heartymeals + good_finebrandy + ,4522,0,FALSE,1,3x good_flatbread,1,3x good_flatbread + 2x good_dullamulet + 1x wo_car_node_slow + 
TRUE,good_flatbread,30,L30,Top Chef Flatberd,master baker of Flat Bread,,0,2,2,7762,good_crockpot + good_heartymeals + ,3881,0,FALSE,1,3x good_flatbread,1,4x good_flatbread + 3x good_dullamulet + 1x wo_car_node_slow + 
TRUE,good_dullamulet,0,L0,Mrs. Dullamulet,crafter of Dull Amulets,,0,2,0.5,853,good_firenecklace + good_metalingot + ,1705,0,FALSE,1,1x good_dullamulet,,
TRUE,good_dullamulet,5,L5,Mrs. Dullamulet,crafter of Dull Amulets,,0,2,1,1705,good_firenecklace + good_metalingot + ,1705,0,FALSE,1,2x good_dullamulet,1,2x good_dullamulet + 1x good_dullsceptre + 1x wo_car_node_fast + 
TRUE,good_dullamulet,15,L15,Mrs. Dullamulet,crafter of Dull Amulets,,0,2,1.5,2558,good_firenecklace + good_metalingot + ,1705,0,FALSE,1,3x good_dullamulet,1,3x good_dullamulet + 2x good_dullsceptre + 1x wo_car_node_fast + 
TRUE,good_dullamulet,30,L30,Madame Dullamulet,master crafter of Dull Amulets,,0,2,2,3410,good_firenecklace + good_metalingot + ,1705,0,FALSE,1,3x good_dullamulet,1,4x good_dullamulet + 3x good_dullsceptre + 1x wo_car_node_fast + 
TRUE,good_dullsceptre,0,L0,Brother Dullescepter,crafter of Dull Sceptres,,0,3,0.5,746,good_poisonnecklace + good_beer + good_windows + ,1492,0,FALSE,1,1x good_dullsceptre,,
TRUE,good_dullsceptre,5,L5,Brother Dullescepter,crafter of Dull Sceptres,,0,3,1,1492,good_poisonnecklace + good_beer + good_windows + ,1492,0,FALSE,1,2x good_dullsceptre,1,2x good_dullsceptre + 1x good_dullcrown + 1x wo_car_node_hop + 
